review_text,rating,review_date,app_version,likes,app_name,category
happy on service,5,03-03-2026 12:51,19.3.9,0,Zomato,Food Delivery
Good Food delivery app for bachelors,5,03-03-2026 12:50,19.4.2,0,Zomato,Food Delivery
good service,5,03-03-2026 12:50,19.3.9,0,Zomato,Food Delivery
గుడ్,5,03-03-2026 12:50,,0,Zomato,Food Delivery
really good,4,03-03-2026 12:48,19.4.2,0,Zomato,Food Delivery
best food aapp,4,03-03-2026 12:48,19.3.9,0,Zomato,Food Delivery
best,5,03-03-2026 12:47,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 12:46,19.3.9,0,Zomato,Food Delivery
very good app.,5,03-03-2026 12:46,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 12:46,19.4.2,0,Zomato,Food Delivery
very good delivery serve better offers but night time heavy cost delivery charges cash on delivery option is best,4,03-03-2026 12:45,19.3.4,0,Zomato,Food Delivery
it's ameging food delivery app ',5,03-03-2026 12:44,,0,Zomato,Food Delivery
i am happy with this app and i got fast delivery and good service,4,03-03-2026 12:41,19.3.9,0,Zomato,Food Delivery
good delivery 🚚,4,03-03-2026 12:41,19.3.9,0,Zomato,Food Delivery
wowooohhh,5,03-03-2026 12:41,,0,Zomato,Food Delivery
excellent service,5,03-03-2026 12:39,19.4.2,0,Zomato,Food Delivery
extradinary,5,03-03-2026 12:39,,0,Zomato,Food Delivery
good experience last 5 years,5,03-03-2026 12:39,19.3.9,0,Zomato,Food Delivery
very good food delivery app you all must download and enjoy there service they have great offer during this hestivalof colours. so download and enjoy,4,03-03-2026 12:39,19.3.9,0,Zomato,Food Delivery
kuchh khas app to nahin Hai Lekin swiggy se to achcha hi hai.,4,03-03-2026 12:37,19.4.2,0,Zomato,Food Delivery
The service is very good and there are providing many offers from the side of zomato.,5,03-03-2026 12:37,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 12:36,19.3.7,0,Zomato,Food Delivery
"excellent should honor there effort, God bless",5,03-03-2026 12:35,,0,Zomato,Food Delivery
it's pleasure to have you... delivery on time...thankz anyway.,4,03-03-2026 12:34,19.3.9,0,Zomato,Food Delivery
best app is bhojnalaya,5,03-03-2026 12:33,19.3.4,0,Zomato,Food Delivery
great app fast & smooth interface sometimes good offer too,5,03-03-2026 12:32,,0,Zomato,Food Delivery
Competitive app providing Competitive prices,4,03-03-2026 12:31,19.4.2,0,Zomato,Food Delivery
very good .,5,03-03-2026 12:31,19.0.0,0,Zomato,Food Delivery
👍🏻,5,03-03-2026 12:31,19.3.7,0,Zomato,Food Delivery
very good,5,03-03-2026 12:30,,0,Zomato,Food Delivery
The cost of food is too much. you can get the same food with less expense......,1,03-03-2026 12:30,19.3.7,0,Zomato,Food Delivery
good service,5,03-03-2026 12:30,19.4.2,0,Zomato,Food Delivery
excellent,5,03-03-2026 12:29,19.2.7,0,Zomato,Food Delivery
Okey,5,03-03-2026 12:28,,0,Zomato,Food Delivery
early delivery.. superb,5,03-03-2026 12:27,19.3.9,0,Zomato,Food Delivery
Great app,4,03-03-2026 12:27,,0,Zomato,Food Delivery
good,5,03-03-2026 12:26,19.3.9,0,Zomato,Food Delivery
it's good 👍,5,03-03-2026 12:26,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 12:25,19.3.9,0,Zomato,Food Delivery
I always preferred zomato on time delivery and best offers everyday.,5,03-03-2026 12:24,19.3.9,0,Zomato,Food Delivery
Tasty is Good and very neat and clean,5,03-03-2026 12:21,19.3.9,0,Zomato,Food Delivery
Nice,5,03-03-2026 12:21,19.3.9,0,Zomato,Food Delivery
the best service,5,03-03-2026 12:19,19.4.2,0,Zomato,Food Delivery
super app,5,03-03-2026 12:18,19.4.2,0,Zomato,Food Delivery
Bounded with Attractive offers and Excellent Services 🙏,5,03-03-2026 12:18,19.3.9,0,Zomato,Food Delivery
easy to use,5,03-03-2026 12:17,19.3.9,0,Zomato,Food Delivery
zomato,5,03-03-2026 12:17,,0,Zomato,Food Delivery
give better offers on coupons,4,03-03-2026 12:16,19.3.9,0,Zomato,Food Delivery
super,5,03-03-2026 12:16,19.4.2,0,Zomato,Food Delivery
too good,5,03-03-2026 12:13,19.3.9,0,Zomato,Food Delivery
superb,5,03-03-2026 12:13,19.4.2,0,Zomato,Food Delivery
Very user friendly amazing App. Keep it up guys. Happy with your services. All the Best to the Team Zomato.,5,03-03-2026 12:12,,0,Zomato,Food Delivery
earlier it was good...now it is the worst platform...swiggy is better,1,03-03-2026 12:12,16.2.3,0,Zomato,Food Delivery
superb nice 👍,5,03-03-2026 12:12,19.3.9,0,Zomato,Food Delivery
super,5,03-03-2026 12:11,19.3.9,0,Zomato,Food Delivery
nice,5,03-03-2026 12:11,19.3.4,0,Zomato,Food Delivery
loving it,5,03-03-2026 12:10,,0,Zomato,Food Delivery
very nice app,5,03-03-2026 12:09,19.3.9,0,Zomato,Food Delivery
excellent,5,03-03-2026 12:08,19.4.2,0,Zomato,Food Delivery
nice good service,5,03-03-2026 12:08,19.3.9,0,Zomato,Food Delivery
nice app! very helpful!!,5,03-03-2026 12:08,19.4.2,0,Zomato,Food Delivery
reasonable overheads,5,03-03-2026 12:05,19.4.2,0,Zomato,Food Delivery
I am totally satisfied with your service,5,03-03-2026 12:05,19.4.2,0,Zomato,Food Delivery
good service,5,03-03-2026 12:04,19.3.9,0,Zomato,Food Delivery
very helpful,5,03-03-2026 12:03,19.3.9,0,Zomato,Food Delivery
Good 👍,5,03-03-2026 12:03,19.4.2,0,Zomato,Food Delivery
good,4,03-03-2026 12:02,19.4.2,0,Zomato,Food Delivery
very tastie and prompt dalivery,5,03-03-2026 12:01,19.3.9,0,Zomato,Food Delivery
best app to order food,5,03-03-2026 11:59,19.3.4,0,Zomato,Food Delivery
excellent,5,03-03-2026 11:59,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 11:58,19.3.9,0,Zomato,Food Delivery
"worst app doesn't give the food in time, have to wait for an hour for breakfast",1,03-03-2026 11:57,19.4.2,0,Zomato,Food Delivery
Nice..give 5 star when I got today's food best..😅,4,03-03-2026 11:56,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 11:56,19.4.2,0,Zomato,Food Delivery
nice,5,03-03-2026 11:56,19.3.9,0,Zomato,Food Delivery
One of the best apps. Love it,5,03-03-2026 11:55,19.4.2,0,Zomato,Food Delivery
very good,5,03-03-2026 11:55,19.3.9,0,Zomato,Food Delivery
super,5,03-03-2026 11:54,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 11:53,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 11:51,19.3.9,0,Zomato,Food Delivery
awesome,5,03-03-2026 11:49,19.3.9,0,Zomato,Food Delivery
best app,5,03-03-2026 11:46,19.4.2,0,Zomato,Food Delivery
it's amazing experience fast and safe delivery and tasty food,5,03-03-2026 11:46,19.4.2,0,Zomato,Food Delivery
Fully satisfied with the service,5,03-03-2026 11:45,19.4.2,0,Zomato,Food Delivery
very good,5,03-03-2026 11:43,19.3.9,0,Zomato,Food Delivery
Faster Delivery Thank you,4,03-03-2026 11:43,19.3.4,0,Zomato,Food Delivery
best,1,03-03-2026 11:40,,0,Zomato,Food Delivery
good,5,03-03-2026 11:38,19.3.9,0,Zomato,Food Delivery
nice,5,03-03-2026 11:38,,0,Zomato,Food Delivery
nice,4,03-03-2026 11:37,19.4.2,0,Zomato,Food Delivery
very good,5,03-03-2026 11:36,,0,Zomato,Food Delivery
good,5,03-03-2026 11:36,19.3.9,0,Zomato,Food Delivery
nice 👍,5,03-03-2026 11:32,19.4.2,0,Zomato,Food Delivery
foot was awesome every time favourite Sangeeta but they are not giving my idiyappam,5,03-03-2026 11:31,19.3.2,0,Zomato,Food Delivery
Nice,5,03-03-2026 11:30,19.4.2,0,Zomato,Food Delivery
nice 👍,4,03-03-2026 11:30,,0,Zomato,Food Delivery
Service is good enough.,4,03-03-2026 11:26,19.4.2,0,Zomato,Food Delivery
fine,5,03-03-2026 11:24,19.3.9,0,Zomato,Food Delivery
Good,5,03-03-2026 11:23,19.4.2,0,Zomato,Food Delivery
ok,5,03-03-2026 11:22,19.4.2,0,Zomato,Food Delivery
order getting cancelled after the restaurant accepting the order,2,03-03-2026 11:21,,0,Zomato,Food Delivery
achi aap h,4,03-03-2026 11:20,19.3.9,0,Zomato,Food Delivery
nice,5,03-03-2026 11:19,19.4.2,0,Zomato,Food Delivery
super,5,03-03-2026 11:15,19.3.9,0,Zomato,Food Delivery
love it,5,03-03-2026 11:14,,0,Zomato,Food Delivery
Good food delivery app,5,03-03-2026 11:13,19.3.9,0,Zomato,Food Delivery
good experience,5,03-03-2026 11:10,19.4.2,0,Zomato,Food Delivery
better discounts and better food and quality delivery It's Zomato!! thankyoo so much team ! keep up the good work!,5,03-03-2026 11:10,,0,Zomato,Food Delivery
its good,4,03-03-2026 11:08,19.3.9,0,Zomato,Food Delivery
it's good,5,03-03-2026 11:06,19.3.9,0,Zomato,Food Delivery
excellent service,4,03-03-2026 11:04,19.3.9,0,Zomato,Food Delivery
very good,5,03-03-2026 11:01,19.3.1,0,Zomato,Food Delivery
good service 👍,5,03-03-2026 11:00,,0,Zomato,Food Delivery
best food app,5,03-03-2026 10:52,19.3.9,0,Zomato,Food Delivery
Best Food Delivery app.,5,03-03-2026 10:51,19.3.9,0,Zomato,Food Delivery
love the service,3,03-03-2026 10:48,19.3.9,0,Zomato,Food Delivery
super,5,03-03-2026 10:48,,0,Zomato,Food Delivery
best services,5,03-03-2026 10:46,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 10:46,,0,Zomato,Food Delivery
good service,4,03-03-2026 10:42,,0,Zomato,Food Delivery
costing is high,4,03-03-2026 10:38,19.4.2,0,Zomato,Food Delivery
thankyou so much for your service,5,03-03-2026 10:37,19.4.2,0,Zomato,Food Delivery
nice 👍 food,5,03-03-2026 10:37,19.1.8,0,Zomato,Food Delivery
good,5,03-03-2026 10:34,19.4.2,0,Zomato,Food Delivery
EVEN THINGS ARE VERY GOOD 👍 👌,5,03-03-2026 10:33,19.4.2,0,Zomato,Food Delivery
The app is helpful,5,03-03-2026 10:31,19.3.9,0,Zomato,Food Delivery
Splendid,5,03-03-2026 10:31,19.4.2,0,Zomato,Food Delivery
godds,5,03-03-2026 10:24,19.3.7,0,Zomato,Food Delivery
nice,2,03-03-2026 10:20,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 10:17,19.4.2,0,Zomato,Food Delivery
excellent,5,03-03-2026 10:17,19.3.9,0,Zomato,Food Delivery
food is very much delicious and intime delivered. tks time d,5,03-03-2026 10:14,,0,Zomato,Food Delivery
The service is good fast and reliable,5,03-03-2026 10:12,19.3.9,0,Zomato,Food Delivery
"I ordered food after seeing good pictures and reviews, but the actual food was very disappointing. It did not look like the photos and the taste was average. It seems like reviews are not genuine. Please improve quality and presentation.",2,03-03-2026 10:12,,0,Zomato,Food Delivery
"Fantastic,",5,03-03-2026 10:10,,0,Zomato,Food Delivery
very helpful and useful. on time delivery,5,03-03-2026 10:01,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 10:00,19.4.2,0,Zomato,Food Delivery
super,5,03-03-2026 09:56,19.3.9,0,Zomato,Food Delivery
good experience....,5,03-03-2026 09:56,19.3.9,0,Zomato,Food Delivery
good,4,03-03-2026 09:55,19.3.9,0,Zomato,Food Delivery
good 😊,3,03-03-2026 09:52,19.4.2,0,Zomato,Food Delivery
nice,5,03-03-2026 09:47,19.4.2,0,Zomato,Food Delivery
ordering is smooth... delivery is imp,5,03-03-2026 09:45,19.3.7,0,Zomato,Food Delivery
worst app they literally charge 100 rupees or sometime more than that for an order and no timing sense soo pls do not order from this app....,1,03-03-2026 09:43,,0,Zomato,Food Delivery
nice app this all world,4,03-03-2026 09:38,19.3.9,0,Zomato,Food Delivery
it's really awesome every time I should be order anything it's awesome 😎,5,03-03-2026 09:36,19.3.9,0,Zomato,Food Delivery
much much better than swiggy,5,03-03-2026 09:34,19.4.2,0,Zomato,Food Delivery
right it's good 😊,4,03-03-2026 09:20,19.3.9,0,Zomato,Food Delivery
very good,5,03-03-2026 09:15,19.3.9,0,Zomato,Food Delivery
good work keep going,5,03-03-2026 09:10,19.3.9,0,Zomato,Food Delivery
on time delivery with neat packing... less calls... polite behaviour of delivery partners... keep going,5,03-03-2026 09:09,,0,Zomato,Food Delivery
in time delivery,5,03-03-2026 09:06,19.2.8,0,Zomato,Food Delivery
thnka you,5,03-03-2026 08:59,,0,Zomato,Food Delivery
superb,5,03-03-2026 08:53,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 08:43,19.3.9,0,Zomato,Food Delivery
good,4,03-03-2026 08:42,19.4.2,0,Zomato,Food Delivery
Very useful and helpful service.,5,03-03-2026 08:35,19.3.9,0,Zomato,Food Delivery
LOVELY. food,5,03-03-2026 08:34,,0,Zomato,Food Delivery
very good but cash on delivery must be there,5,03-03-2026 08:33,19.3.9,0,Zomato,Food Delivery
first time,1,03-03-2026 08:09,19.3.9,0,Zomato,Food Delivery
Simply duping customers. Food is overpriced. Quality/quantity is compromised. No way to reach customer support.,1,03-03-2026 08:04,19.4.2,0,Zomato,Food Delivery
"Thank you, Zomato",5,03-03-2026 07:55,19.3.9,0,Zomato,Food Delivery
very happy to book in zomato.Let me receive the food and give the full feed back,5,03-03-2026 07:50,19.3.7,0,Zomato,Food Delivery
good,5,03-03-2026 07:44,19.3.7,0,Zomato,Food Delivery
I wish there was a zero rating because zomato charges extra money in the name of the platform and other charges too.,1,03-03-2026 07:37,19.4.2,1,Zomato,Food Delivery
good,5,03-03-2026 07:21,,0,Zomato,Food Delivery
i really love this app,5,03-03-2026 07:16,19.3.9,0,Zomato,Food Delivery
better than other food delivery apps 💯,5,03-03-2026 06:39,19.3.4,0,Zomato,Food Delivery
good,5,03-03-2026 06:38,19.3.4,0,Zomato,Food Delivery
nice,4,03-03-2026 06:07,19.3.9,0,Zomato,Food Delivery
good,3,03-03-2026 05:49,19.3.1,0,Zomato,Food Delivery
MDDIPUMIA,4,03-03-2026 05:42,19.4.2,0,Zomato,Food Delivery
THE BEHAVE AS IF WE THEIR SLAVES DELIVER ANYTHING THEY HAVE AVAILABLE THAT TOO STALE FOOD,1,03-03-2026 05:38,19.4.2,0,Zomato,Food Delivery
They list fraud restaurant and fraud rider will take your money and as you cancel they don't provide any refund.,1,03-03-2026 05:06,19.3.9,0,Zomato,Food Delivery
every time available sach a good app,5,03-03-2026 04:42,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 04:35,19.4.2,0,Zomato,Food Delivery
always makes me happy trip this application,5,03-03-2026 04:07,19.3.7,0,Zomato,Food Delivery
good,4,03-03-2026 04:05,19.4.2,0,Zomato,Food Delivery
high rate,3,03-03-2026 04:04,19.3.9,0,Zomato,Food Delivery
good 👍,5,03-03-2026 03:54,19.3.9,0,Zomato,Food Delivery
Very Good 💯,5,03-03-2026 03:24,19.3.9,0,Zomato,Food Delivery
i am ordered at mid night then the zomato are on on that time 👌,4,03-03-2026 03:19,19.3.9,0,Zomato,Food Delivery
good but as gets its better,4,03-03-2026 03:12,19.4.2,0,Zomato,Food Delivery
good app,5,03-03-2026 03:11,19.3.9,0,Zomato,Food Delivery
nice 👍,5,03-03-2026 03:07,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 02:58,19.3.7,0,Zomato,Food Delivery
fraud company they are looting people money tjey dont care about what u r getting if u get wrong order they dont do anything,1,03-03-2026 02:56,19.3.9,0,Zomato,Food Delivery
awesome,4,03-03-2026 02:43,,0,Zomato,Food Delivery
good offers,4,03-03-2026 02:39,,0,Zomato,Food Delivery
great,5,03-03-2026 02:34,19.3.9,0,Zomato,Food Delivery
best app for food,5,03-03-2026 02:33,19.4.2,0,Zomato,Food Delivery
good 😊 but more Frist,4,03-03-2026 02:31,19.3.9,0,Zomato,Food Delivery
"Zomato, the most roasted delivery app I've ever seen so far... I ordered a paneer sandwich from Zomato and then a call came from Zomato telling me the order was not available after a long period of waiting. Most importantly, what they delivered instead of a sandwich was a yellowish, chilled bottle filled with sour water or soda... and the most horrible thing was that nothing was even mentioned on the bottle. Roast!",1,03-03-2026 02:21,,0,Zomato,Food Delivery
lifesaver app fr,5,03-03-2026 02:18,19.3.9,0,Zomato,Food Delivery
nice,5,03-03-2026 02:14,,0,Zomato,Food Delivery
good food,5,03-03-2026 02:13,19.4.2,0,Zomato,Food Delivery
Best food app,5,03-03-2026 02:13,,0,Zomato,Food Delivery
worst service Swiggy is still better grouping orders and delaying time the food gets cold pathetic service and ai chat bots at your service,1,03-03-2026 02:12,19.3.9,0,Zomato,Food Delivery
ok,5,03-03-2026 02:11,19.3.9,0,Zomato,Food Delivery
of flight hai wo wo wo to to wo wo ek ek ek ek ek ek ek ek Russian revision Tbb the line and spring and summer winter and winter autumn rainy season spring and summer winter and winter and winter and winter and winter and winter and winter ☃️❄️☃️☃️☃️☃️☃️ and winter and rainy seasons and autumn rainy season spring 🌼🌼 to fix it should be healthy to see you in a day or not 🚭🚭 and winter autumn and winter ☃️❄️ and summer and winter ☃️☃️ and family to the family of a bar graph which you are some,2,03-03-2026 02:02,,0,Zomato,Food Delivery
good 👍🏼,5,03-03-2026 02:02,,0,Zomato,Food Delivery
nice app,5,03-03-2026 02:01,19.3.9,0,Zomato,Food Delivery
fast and expected,5,03-03-2026 01:59,,0,Zomato,Food Delivery
very impressive service...,5,03-03-2026 01:56,19.4.2,0,Zomato,Food Delivery
nice coupon codes 😁,5,03-03-2026 01:54,19.4.2,0,Zomato,Food Delivery
fabulous experience,5,03-03-2026 01:47,19.3.9,0,Zomato,Food Delivery
its amazing,5,03-03-2026 01:46,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 01:46,19.4.2,0,Zomato,Food Delivery
best,5,03-03-2026 01:45,19.3.7,0,Zomato,Food Delivery
verygood,5,03-03-2026 01:35,19.3.9,0,Zomato,Food Delivery
over charge,1,03-03-2026 01:35,19.3.6,0,Zomato,Food Delivery
good,5,03-03-2026 01:33,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 01:31,,0,Zomato,Food Delivery
good 😊,5,03-03-2026 01:27,19.3.9,0,Zomato,Food Delivery
Such a nice application for midnight cravings,4,03-03-2026 01:18,,0,Zomato,Food Delivery
very fast good and superb,5,03-03-2026 01:16,19.4.2,0,Zomato,Food Delivery
I like it,5,03-03-2026 01:13,19.4.2,0,Zomato,Food Delivery
Every time I ordered on this platform my order always late and in late night 2 time my order cancelled by zometo team delivery boy not picking coll .. use Swiggy always in time and always deliver food,1,03-03-2026 01:13,19.3.7,0,Zomato,Food Delivery
nice,5,03-03-2026 01:13,19.4.2,0,Zomato,Food Delivery
excellent customer service and good delivery,5,03-03-2026 01:10,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 01:08,19.3.9,0,Zomato,Food Delivery
vv.good,5,03-03-2026 01:04,19.3.9,0,Zomato,Food Delivery
it's very fast,5,03-03-2026 01:04,19.3.9,0,Zomato,Food Delivery
nice,5,03-03-2026 01:02,19.3.9,0,Zomato,Food Delivery
delishis,3,03-03-2026 01:00,,0,Zomato,Food Delivery
nice awesome outstanding,5,03-03-2026 00:58,19.3.9,0,Zomato,Food Delivery
best aap,5,03-03-2026 00:56,19.3.9,0,Zomato,Food Delivery
zomato me Mera cash on delivery nahin de raha hai very bad 😞,1,03-03-2026 00:52,19.4.2,0,Zomato,Food Delivery
good 👍😊,5,03-03-2026 00:52,,0,Zomato,Food Delivery
great experience,5,03-03-2026 00:52,19.3.9,0,Zomato,Food Delivery
the best,5,03-03-2026 00:51,19.3.9,0,Zomato,Food Delivery
awesome,5,03-03-2026 00:49,19.3.9,0,Zomato,Food Delivery
"nice,I love your food",5,03-03-2026 00:48,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 00:47,,0,Zomato,Food Delivery
super,5,03-03-2026 00:47,19.3.7,0,Zomato,Food Delivery
nice experience👍,4,03-03-2026 00:46,19.3.9,0,Zomato,Food Delivery
beautiful this app is satisfied me this app is better than whole food delivery app,5,03-03-2026 00:45,19.3.9,0,Zomato,Food Delivery
😁😁,5,03-03-2026 00:44,19.4.2,0,Zomato,Food Delivery
very bad experience worst app ever very bad experience I do pee in this app,1,03-03-2026 00:39,,0,Zomato,Food Delivery
good,5,03-03-2026 00:38,,0,Zomato,Food Delivery
good,5,03-03-2026 00:37,,0,Zomato,Food Delivery
very bad aap h ordered karo kuch aaya kuch h aur paise bhi refund nhi karte h ...,1,03-03-2026 00:36,,0,Zomato,Food Delivery
good service la but their have technical glitches.,4,03-03-2026 00:29,19.3.9,0,Zomato,Food Delivery
kuch bolne ki zaroorat hai?,5,03-03-2026 00:25,,0,Zomato,Food Delivery
nice,5,03-03-2026 00:21,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 00:18,,0,Zomato,Food Delivery
nice,5,03-03-2026 00:16,19.4.2,0,Zomato,Food Delivery
very bad service. order delayed without any response,1,03-03-2026 00:15,19.1.8,0,Zomato,Food Delivery
amazing,5,03-03-2026 00:14,,0,Zomato,Food Delivery
Best app for food delivery,5,03-03-2026 00:11,,0,Zomato,Food Delivery
good srevice,5,03-03-2026 00:10,19.3.9,0,Zomato,Food Delivery
it's a partner of alone Time,5,03-03-2026 00:10,19.3.9,0,Zomato,Food Delivery
superb,5,03-03-2026 00:08,19.3.9,0,Zomato,Food Delivery
happy,5,03-03-2026 00:05,,0,Zomato,Food Delivery
good response,5,03-03-2026 00:03,,0,Zomato,Food Delivery
zomato app is very nice l love it it is very comfortable,5,03-03-2026 00:02,19.4.2,0,Zomato,Food Delivery
zomato gives a discount but doesn't feel like discount,3,03-03-2026 00:00,19.4.2,0,Zomato,Food Delivery
very good service,4,02-03-2026 23:59,,0,Zomato,Food Delivery
good service nice job,4,02-03-2026 23:55,19.4.2,0,Zomato,Food Delivery
nice,5,02-03-2026 23:54,19.3.9,0,Zomato,Food Delivery
it's good,5,02-03-2026 23:53,19.3.9,0,Zomato,Food Delivery
zomato doing good job 🫰,5,02-03-2026 23:53,19.3.9,0,Zomato,Food Delivery
bad service,1,02-03-2026 23:51,,0,Zomato,Food Delivery
everything is good but hire some delevery partners in madurai,4,02-03-2026 23:50,,0,Zomato,Food Delivery
"Fraud app few foods are missing & delivered incorrect item , They didn't give refund which I pay for it but didn't received. They even delivered leftover food from restaurants",1,02-03-2026 23:49,19.4.2,1,Zomato,Food Delivery
oppp,5,02-03-2026 23:39,19.3.9,0,Zomato,Food Delivery
i love and like zamato,5,02-03-2026 23:38,19.3.7,0,Zomato,Food Delivery
amazing,5,02-03-2026 23:37,,0,Zomato,Food Delivery
वेरी नाइस सर्विस,5,02-03-2026 23:37,19.4.2,0,Zomato,Food Delivery
achha hai,5,02-03-2026 23:36,19.4.2,0,Zomato,Food Delivery
best experience,5,02-03-2026 23:35,19.3.9,0,Zomato,Food Delivery
good service,5,02-03-2026 23:34,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 23:31,19.3.9,0,Zomato,Food Delivery
nice,5,02-03-2026 23:31,,0,Zomato,Food Delivery
Nice,5,02-03-2026 23:31,19.3.9,0,Zomato,Food Delivery
kollam,3,02-03-2026 23:29,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 23:27,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 23:27,19.3.9,0,Zomato,Food Delivery
yummy,5,02-03-2026 23:25,18.5.8,0,Zomato,Food Delivery
best service,5,02-03-2026 23:25,,0,Zomato,Food Delivery
awesome,5,02-03-2026 23:20,,0,Zomato,Food Delivery
niceeeeehhh!!!,5,02-03-2026 23:19,19.3.9,0,Zomato,Food Delivery
really this one too good,5,02-03-2026 23:19,,0,Zomato,Food Delivery
wonderful,5,02-03-2026 23:18,19.3.9,0,Zomato,Food Delivery
best app,5,02-03-2026 23:15,19.3.7,0,Zomato,Food Delivery
nice,4,02-03-2026 23:12,19.3.4,0,Zomato,Food Delivery
super service,5,02-03-2026 23:07,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 23:06,19.3.9,0,Zomato,Food Delivery
worst 😔,1,02-03-2026 23:06,19.3.9,0,Zomato,Food Delivery
it's asome,5,02-03-2026 23:05,19.4.2,0,Zomato,Food Delivery
"I had a very good experience with Zomato. The app is easy to use, delivery is fast, and the service is excellent. Everything was smooth and hassle-free. I have also used Swiggy, and I noticed that Swiggy has Instamart available for quick grocery delivery. It would be great if Zomato could also add a similar feature for more convenience. Overall, I am very satisfied with Zomato’s service and I give 5 stars ⭐⭐⭐⭐⭐",5,02-03-2026 22:59,,0,Zomato,Food Delivery
very good,5,02-03-2026 22:59,19.3.9,0,Zomato,Food Delivery
very tasty food,5,02-03-2026 22:56,,0,Zomato,Food Delivery
Zomato has received my order and at the time of delivery the delivery partner refused to deliver food and zomato executive Miss. Sneha called me and giving assurance for refund but not talk for food delivery and while i was having conversation with Miss. Sneha she disconnected call in between this is the way of zomato executive,1,02-03-2026 22:50,19.3.1,0,Zomato,Food Delivery
Good,3,02-03-2026 22:50,19.3.9,0,Zomato,Food Delivery
This app is very useful when we add zomato gold but if you will not add zomato gold then it will be expensive and to renew zomato gold we need to give only 1 rupees. Very nice app,5,02-03-2026 22:49,19.3.4,0,Zomato,Food Delivery
nice,5,02-03-2026 22:48,19.4.2,0,Zomato,Food Delivery
best food delivery app better than swig.. 😝,5,02-03-2026 22:47,19.4.2,0,Zomato,Food Delivery
superb,5,02-03-2026 22:44,19.3.9,0,Zomato,Food Delivery
great discounts,5,02-03-2026 22:43,19.3.7,0,Zomato,Food Delivery
Good 👍,4,02-03-2026 22:42,19.4.2,0,Zomato,Food Delivery
Excellent Food,5,02-03-2026 22:42,19.4.2,0,Zomato,Food Delivery
very good 👍,5,02-03-2026 22:42,19.3.9,0,Zomato,Food Delivery
bahut achha,5,02-03-2026 22:41,,0,Zomato,Food Delivery
good,5,02-03-2026 22:40,19.3.9,0,Zomato,Food Delivery
good very good!,5,02-03-2026 22:40,19.3.9,0,Zomato,Food Delivery
yet worst service provider. ... after charging a platform fee.... the order gets cancelled.,1,02-03-2026 22:38,19.4.2,0,Zomato,Food Delivery
VERY NICE APP !!!!!!!!!!!!!!!,5,02-03-2026 22:36,19.3.9,0,Zomato,Food Delivery
👍,5,02-03-2026 22:35,19.3.9,0,Zomato,Food Delivery
nice,1,02-03-2026 22:34,19.4.2,0,Zomato,Food Delivery
best app,5,02-03-2026 22:32,19.3.9,0,Zomato,Food Delivery
"Gareebon ki bhookh mitaane wala maseeha hai zomato, i love zomato 😘😘😘",5,02-03-2026 22:32,,0,Zomato,Food Delivery
Great choice for home delivery,5,02-03-2026 22:31,19.3.9,0,Zomato,Food Delivery
excellent,5,02-03-2026 22:31,19.3.9,0,Zomato,Food Delivery
very good,5,02-03-2026 22:30,19.4.2,0,Zomato,Food Delivery
super,5,02-03-2026 22:27,19.3.9,0,Zomato,Food Delivery
good,4,02-03-2026 22:27,19.4.2,0,Zomato,Food Delivery
thanks for serving me❤️❤️❤️,5,02-03-2026 22:27,19.3.9,0,Zomato,Food Delivery
scam chal rha hai yeha,1,02-03-2026 22:25,,0,Zomato,Food Delivery
worst customer service after wrong delivery,1,02-03-2026 22:24,,0,Zomato,Food Delivery
good,3,02-03-2026 22:23,19.3.9,0,Zomato,Food Delivery
Good service excellent 👍,5,02-03-2026 22:22,,0,Zomato,Food Delivery
good,5,02-03-2026 22:20,19.3.4,0,Zomato,Food Delivery
excellent,5,02-03-2026 22:19,,0,Zomato,Food Delivery
