review_text,rating,review_date,app_version,likes,app_name,category
very nice,5,02-03-2026 17:58,19.3.9,0,Zomato,Food Delivery
best experience,5,02-03-2026 17:57,19.3.9,0,Zomato,Food Delivery
badhiya hai Deepinder Bhai bhai bhi badhiya hai.,5,02-03-2026 17:57,19.3.9,0,Zomato,Food Delivery
Good,5,02-03-2026 17:56,19.3.2,0,Zomato,Food Delivery
very nice,5,02-03-2026 17:55,19.3.9,0,Zomato,Food Delivery
nice experience ordering with zomato.,5,02-03-2026 17:55,19.3.1,0,Zomato,Food Delivery
amazing service,5,02-03-2026 17:52,19.3.9,0,Zomato,Food Delivery
nice,5,02-03-2026 17:52,19.3.9,0,Zomato,Food Delivery
nice,5,02-03-2026 17:49,19.3.9,0,Zomato,Food Delivery
good service,5,02-03-2026 17:48,19.3.9,0,Zomato,Food Delivery
best Friend,5,02-03-2026 17:47,19.4.2,0,Zomato,Food Delivery
nice,5,02-03-2026 17:46,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 17:46,19.3.7,0,Zomato,Food Delivery
still. no. cash. on. delivery. Bloody. nonsense. no. use. who. made. this. Bloody. Bastards. ridiculous. app.,1,02-03-2026 17:45,19.4.2,0,Zomato,Food Delivery
nice,4,02-03-2026 17:45,19.3.9,0,Zomato,Food Delivery
good,2,02-03-2026 17:45,19.3.9,0,Zomato,Food Delivery
Good 👍,5,02-03-2026 17:42,19.3.6,0,Zomato,Food Delivery
till now good service,4,02-03-2026 17:42,19.3.9,0,Zomato,Food Delivery
useful,5,02-03-2026 17:39,19.4.2,0,Zomato,Food Delivery
Good interface and user friendly app.,5,02-03-2026 17:37,19.3.9,0,Zomato,Food Delivery
superb app,5,02-03-2026 17:36,19.4.2,0,Zomato,Food Delivery
Fantabulous,5,02-03-2026 17:35,19.3.9,0,Zomato,Food Delivery
trustable,4,02-03-2026 17:35,19.3.9,0,Zomato,Food Delivery
good aap,5,02-03-2026 17:34,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 17:30,19.3.9,0,Zomato,Food Delivery
delivery boy perfect,5,02-03-2026 17:27,19.3.0,0,Zomato,Food Delivery
excellent 👌👍,5,02-03-2026 17:27,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 17:26,19.4.2,0,Zomato,Food Delivery
froud app,1,02-03-2026 17:21,19.3.9,0,Zomato,Food Delivery
excellent,5,02-03-2026 17:21,19.3.9,0,Zomato,Food Delivery
very nice,5,02-03-2026 17:20,19.3.9,0,Zomato,Food Delivery
good job,4,02-03-2026 17:19,,0,Zomato,Food Delivery
it's ok and amazing because it gives cash on delivery.,4,02-03-2026 17:19,19.3.9,0,Zomato,Food Delivery
GREAT,5,02-03-2026 17:19,19.4.1,0,Zomato,Food Delivery
"Food was delivered in a spilled condition. The delivery partner casually said “thoda sa galti ho gaya” and left without even apologizing. I tried to raise the issue through Zomato chat and email for almost 2 hours, but the chat kept closing without proper resolution. The restaurant confirmed they packed it properly and asked me to contact Zomato. Very disappointing customer support and poor handling of orders.",1,02-03-2026 17:17,,0,Zomato,Food Delivery
Misuse of tax & restaurant pkg chrg amount when you buy membership they show you more tax & restaurant pkg chrg to cover up the delivery charge where they sell there membership for free delivery doing farud with innocent peoples,5,02-03-2026 17:16,19.4.2,0,Zomato,Food Delivery
excellent,5,02-03-2026 17:16,19.3.9,0,Zomato,Food Delivery
best food delivery app 👏👏👏,5,02-03-2026 17:16,19.3.9,0,Zomato,Food Delivery
"Delivery person nice behavior so lovely on time my food so, safe ride the traffic area 🫂🫂💐💐🙌",5,02-03-2026 17:13,19.4.2,0,Zomato,Food Delivery
👍,5,02-03-2026 17:12,19.3.9,0,Zomato,Food Delivery
super,5,02-03-2026 17:11,19.3.9,0,Zomato,Food Delivery
"I mistakenly selected the wrong address and immediately contacted support, but the issue was not resolved. The order was cancelled, and I was informed that no refund would be given and the promo code was used. If there is a cancellation option, why is there no refund? This has happened before as well. This has been the worst experience I have had with the Zomato application.",1,02-03-2026 17:10,19.3.4,0,Zomato,Food Delivery
please give a good offer for regular customers please 🙏,4,02-03-2026 17:09,,0,Zomato,Food Delivery
great service,4,02-03-2026 17:06,,0,Zomato,Food Delivery
Amazing,5,02-03-2026 17:02,19.3.9,0,Zomato,Food Delivery
How can we Close the Issue without even trying to See what has happened with Food ? Very very bad experience. Felt Helpless. changing from 5 Stars to 1 Star,1,02-03-2026 17:01,19.3.9,0,Zomato,Food Delivery
cost of items are High,3,02-03-2026 17:01,19.3.9,0,Zomato,Food Delivery
easy to use,4,02-03-2026 16:58,19.4.2,0,Zomato,Food Delivery
wonderful,5,02-03-2026 16:57,19.3.9,0,Zomato,Food Delivery
very nice food delivery app,5,02-03-2026 16:56,19.3.9,0,Zomato,Food Delivery
👍💯,5,02-03-2026 16:54,19.4.2,0,Zomato,Food Delivery
deliver in time i love it,4,02-03-2026 16:52,,0,Zomato,Food Delivery
good service and fast delivery,5,02-03-2026 16:52,19.3.9,0,Zomato,Food Delivery
"nice app, but hard to use",5,02-03-2026 16:51,19.3.9,0,Zomato,Food Delivery
Best,5,02-03-2026 16:51,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 16:50,19.3.9,0,Zomato,Food Delivery
delivery charges are high,4,02-03-2026 16:48,19.3.9,0,Zomato,Food Delivery
nice,5,02-03-2026 16:46,,0,Zomato,Food Delivery
nice no word,5,02-03-2026 16:46,19.4.2,0,Zomato,Food Delivery
it is soo good 👍😊,4,02-03-2026 16:46,19.3.9,0,Zomato,Food Delivery
Not entertaining customers complaints positively.,1,02-03-2026 16:46,,0,Zomato,Food Delivery
good,5,02-03-2026 16:46,19.3.9,0,Zomato,Food Delivery
Good but it must be quite faster.,5,02-03-2026 16:41,19.3.4,0,Zomato,Food Delivery
Time botha lagtha haie deliver karna mein,1,02-03-2026 16:39,19.4.2,0,Zomato,Food Delivery
swiggy se thoda achcha offer Apne Banaras mein deta hai,4,02-03-2026 16:38,,0,Zomato,Food Delivery
wonderful please give more coupons,5,02-03-2026 16:37,19.3.9,0,Zomato,Food Delivery
good and reliable app,5,02-03-2026 16:33,,0,Zomato,Food Delivery
it's good and I am mainly Happy with the service.,4,02-03-2026 16:32,,0,Zomato,Food Delivery
very fast,5,02-03-2026 16:29,19.3.0,0,Zomato,Food Delivery
nice and fast,4,02-03-2026 16:28,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 16:27,19.4.2,0,Zomato,Food Delivery
nice,5,02-03-2026 16:26,19.3.9,0,Zomato,Food Delivery
there is a very yame food,5,02-03-2026 16:26,19.3.9,0,Zomato,Food Delivery
ycuc,5,02-03-2026 16:25,,0,Zomato,Food Delivery
"Pathetic service, Irresponsible staff. Doesn't acknowledge complaints. Ruthless attitude by the associates connected on support. they don't even listen to your issue, addressing and acknowledging is far away.",1,02-03-2026 16:24,,0,Zomato,Food Delivery
Great,5,02-03-2026 16:23,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 16:21,19.3.9,0,Zomato,Food Delivery
Best,5,02-03-2026 16:20,,0,Zomato,Food Delivery
love it,5,02-03-2026 16:19,19.4.2,0,Zomato,Food Delivery
asom,5,02-03-2026 16:15,19.4.2,0,Zomato,Food Delivery
food is good quality 👍 great..,4,02-03-2026 16:13,19.4.2,0,Zomato,Food Delivery
good it is easy to order ❤️,4,02-03-2026 16:11,19.3.9,0,Zomato,Food Delivery
price...high,1,02-03-2026 16:11,19.3.6,0,Zomato,Food Delivery
good service,5,02-03-2026 16:10,19.3.9,0,Zomato,Food Delivery
great app,5,02-03-2026 16:09,,0,Zomato,Food Delivery
As per my experience Zomato is very useful for me. Keep updating. Thanks,5,02-03-2026 16:08,19.3.9,0,Zomato,Food Delivery
very nice,5,02-03-2026 16:01,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 15:56,19.3.9,0,Zomato,Food Delivery
Good experience......doing good 👍,5,02-03-2026 15:54,19.3.9,0,Zomato,Food Delivery
it's good and delivered on time,5,02-03-2026 15:52,19.4.2,0,Zomato,Food Delivery
i love zomato,5,02-03-2026 15:52,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 15:49,19.3.9,0,Zomato,Food Delivery
"The tax on this app doesn't make sense anymore. I am tired of paying 300 for a 200 rupees dish which I had to place not because I wanted to eat that, but because that was the only way to avoid paying an absurd delivery fee. All that and then another 10 rupees as ""platform fee"". Edit: platform fee went up to 12.5 rupees. Nice.",1,02-03-2026 15:48,,0,Zomato,Food Delivery
🔥,5,02-03-2026 15:46,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 15:46,19.4.2,0,Zomato,Food Delivery
good app for everyone,4,02-03-2026 15:46,19.3.9,0,Zomato,Food Delivery
wow,5,02-03-2026 15:45,19.4.2,0,Zomato,Food Delivery
its really cool.,5,02-03-2026 15:44,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 15:44,19.3.7,0,Zomato,Food Delivery
Good,5,02-03-2026 15:41,19.4.2,0,Zomato,Food Delivery
goof,5,02-03-2026 15:39,19.3.9,0,Zomato,Food Delivery
good working 😄,5,02-03-2026 15:37,19.4.2,0,Zomato,Food Delivery
gooddddd,4,02-03-2026 15:36,19.3.9,0,Zomato,Food Delivery
Good,5,02-03-2026 15:35,19.3.1,0,Zomato,Food Delivery
Great Service,4,02-03-2026 15:33,19.3.9,0,Zomato,Food Delivery
Great service and food!,5,02-03-2026 15:32,,0,Zomato,Food Delivery
best,5,02-03-2026 15:32,,0,Zomato,Food Delivery
Awesome,5,02-03-2026 15:32,19.4.2,0,Zomato,Food Delivery
nice,5,02-03-2026 15:31,19.3.6,0,Zomato,Food Delivery
fast delivery and good delivery partners,5,02-03-2026 15:31,19.3.9,0,Zomato,Food Delivery
Good 👍,5,02-03-2026 15:30,19.3.9,0,Zomato,Food Delivery
helpful,5,02-03-2026 15:29,19.4.2,0,Zomato,Food Delivery
good👍,3,02-03-2026 15:27,19.3.9,0,Zomato,Food Delivery
good service,5,02-03-2026 15:26,19.3.9,0,Zomato,Food Delivery
l like zomato,5,02-03-2026 15:26,19.3.7,0,Zomato,Food Delivery
amazing,5,02-03-2026 15:19,,0,Zomato,Food Delivery
very Good,5,02-03-2026 15:18,19.3.9,0,Zomato,Food Delivery
awesome 👍,5,02-03-2026 15:17,19.2.2,0,Zomato,Food Delivery
Thank you for fast delivery,5,02-03-2026 15:16,,0,Zomato,Food Delivery
good service 👍,5,02-03-2026 15:16,19.3.7,0,Zomato,Food Delivery
🥰 zomato is awesome 😎,5,02-03-2026 15:15,19.3.9,0,Zomato,Food Delivery
peak,5,02-03-2026 15:13,,0,Zomato,Food Delivery
good,5,02-03-2026 15:13,19.4.2,0,Zomato,Food Delivery
good,4,02-03-2026 15:13,19.3.9,0,Zomato,Food Delivery
good food delivery,3,02-03-2026 15:12,,0,Zomato,Food Delivery
Best experience ever..,5,02-03-2026 15:12,18.6.1,0,Zomato,Food Delivery
Nice,4,02-03-2026 15:11,19.3.9,0,Zomato,Food Delivery
great app,5,02-03-2026 15:10,19.4.2,0,Zomato,Food Delivery
it's amazing,5,02-03-2026 15:09,19.3.9,0,Zomato,Food Delivery
irs a really nice app whatever you want it's just dilevery in half n hr max to max it take 45 mins,5,02-03-2026 15:08,19.3.9,0,Zomato,Food Delivery
"Right now if I have to pay, I have to pay only from the UPI of the device that I am using. But if I want to pay from any other devices through UPI ID, the option is disabled. Kindly fix the bug.",3,02-03-2026 15:07,19.4.2,0,Zomato,Food Delivery
good 🫰,5,02-03-2026 15:01,,0,Zomato,Food Delivery
easy to use app covering all type of cuisines,5,02-03-2026 15:01,,0,Zomato,Food Delivery
The app was good but I am giving one star because there are no customer care number details and there is no option to reach the customer care via the App Chat. Worst experience unable to download the invoice from the app no website login about to uninstall the app and plan to move to other partners,1,02-03-2026 15:00,19.4.2,0,Zomato,Food Delivery
fast delivery and not really faced any issues till now,4,02-03-2026 14:58,19.3.9,0,Zomato,Food Delivery
gud,5,02-03-2026 14:58,19.4.2,0,Zomato,Food Delivery
good to gold subscription,5,02-03-2026 14:58,19.4.1,0,Zomato,Food Delivery
I have ordered some food and the rider took my food and delivered just one item instead of 4 items and when i reached zomato support there is no option to call the executive so i wrote an email to the zomato team and what i got nothing they didn't gave me food no refund nothing .The new update of the zomato app is the worst you can't even talk to the executive if you have a problem with your order then you will only get an automated message.,1,02-03-2026 14:58,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 14:55,19.3.9,0,Zomato,Food Delivery
good,4,02-03-2026 14:53,19.3.7,0,Zomato,Food Delivery
✨✨✨,5,02-03-2026 14:52,,0,Zomato,Food Delivery
cool,4,02-03-2026 14:47,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 14:46,19.3.6,0,Zomato,Food Delivery
"An amazing platform, to order foods. Really helpful and needed at times when we are busy and can't cook.. Enjoying it!!",5,02-03-2026 14:46,19.4.2,0,Zomato,Food Delivery
it's very very scammed app ... i need my refund money but this app showing like it's already send to my account like that but now also i didn't get my money more,1,02-03-2026 14:45,19.4.2,0,Zomato,Food Delivery
"easy to use app, but rate a little bit high",5,02-03-2026 14:45,19.3.9,0,Zomato,Food Delivery
nice,5,02-03-2026 14:43,19.3.9,0,Zomato,Food Delivery
"Get us Some Extra special Salad option Every City, Because Where Healthy Peoples Comes out there actually Looking for Best Hygienic Options, And in India Street Food Every Ware going Disaster, creepy Unhygienic Preservatives Using Their Food's! So The Best options For Us Only Vegan ore veges Like Salad.",4,02-03-2026 14:42,19.4.2,0,Zomato,Food Delivery
good experience,5,02-03-2026 14:40,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 14:37,19.3.9,0,Zomato,Food Delivery
is app main omni card nhi chalta Or upi id bhi nhi chalti,1,02-03-2026 14:36,,0,Zomato,Food Delivery
I would really advice people if they care about their health dont order from zomato. They dont care what kind of food is served its just a delivery service nothing else,1,02-03-2026 14:35,19.3.9,0,Zomato,Food Delivery
"obedient, guarantee in time and cool ...",5,02-03-2026 14:35,19.4.2,0,Zomato,Food Delivery
This app very amazing 🤩,5,02-03-2026 14:33,19.4.2,0,Zomato,Food Delivery
good,4,02-03-2026 14:33,19.4.2,0,Zomato,Food Delivery
nice,5,02-03-2026 14:32,19.3.9,0,Zomato,Food Delivery
Great,5,02-03-2026 14:32,19.4.2,0,Zomato,Food Delivery
the best app for ordering s,5,02-03-2026 14:30,19.3.9,0,Zomato,Food Delivery
good😊,4,02-03-2026 14:29,,0,Zomato,Food Delivery
great,4,02-03-2026 14:27,19.3.0,0,Zomato,Food Delivery
very good,5,02-03-2026 14:26,19.3.9,0,Zomato,Food Delivery
bahut achha ap hai,5,02-03-2026 14:26,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 14:26,19.3.1,0,Zomato,Food Delivery
Good application for food,5,02-03-2026 14:25,,0,Zomato,Food Delivery
Very bad experience from delivery side and customer support. they delivered wrong item. so i cancelled the item and they didn't refind money.,1,02-03-2026 14:24,19.4.2,0,Zomato,Food Delivery
food is good but we wanted to cancel order and immediately texted to cancel and somehow in 1 minute food is prepared and it won't cancel order really disappointed,1,02-03-2026 14:24,19.4.2,0,Zomato,Food Delivery
good qpp,5,02-03-2026 14:23,19.3.9,0,Zomato,Food Delivery
easy to use,5,02-03-2026 14:22,19.3.2,0,Zomato,Food Delivery
nice,5,02-03-2026 14:20,19.3.9,0,Zomato,Food Delivery
very swift and sweet,5,02-03-2026 14:20,19.3.9,0,Zomato,Food Delivery
very good service,5,02-03-2026 14:18,19.3.9,0,Zomato,Food Delivery
your service is too good 😊,5,02-03-2026 14:17,19.4.2,0,Zomato,Food Delivery
I ordered food but that was undercooke . I pay 450 rupee. What should i do,1,02-03-2026 14:16,19.3.9,0,Zomato,Food Delivery
Best in app experience and super app build with unique experience,5,02-03-2026 14:16,19.3.9,0,Zomato,Food Delivery
All good keep it up,5,02-03-2026 14:16,19.3.9,0,Zomato,Food Delivery
Worst experience,1,02-03-2026 14:14,19.3.9,0,Zomato,Food Delivery
madda gudu,5,02-03-2026 14:14,,0,Zomato,Food Delivery
very very worst online food delivery platform. Customer Support Executives are not responding properly even the fault in their side. Very Worst service but they are having high platform charges for poor Service.,1,02-03-2026 14:14,,0,Zomato,Food Delivery
Extremely disappointed with customer care executive. Never going to use this Froud app ever again,1,02-03-2026 14:13,19.3.9,0,Zomato,Food Delivery
One of my favourite app....🤗,5,02-03-2026 14:12,,0,Zomato,Food Delivery
Best service,5,02-03-2026 14:09,19.3.9,0,Zomato,Food Delivery
good experience,4,02-03-2026 14:05,19.3.9,0,Zomato,Food Delivery
nice,5,02-03-2026 14:00,19.3.7,0,Zomato,Food Delivery
Earlier I used to like this app but they have made it impossible to complain or talk to the customer care executives.,1,02-03-2026 13:59,,0,Zomato,Food Delivery
good,5,02-03-2026 13:58,,0,Zomato,Food Delivery
over costly items,2,02-03-2026 13:58,19.3.1,0,Zomato,Food Delivery
nice,5,02-03-2026 13:58,19.3.9,0,Zomato,Food Delivery
prompt and timely delivery and friendly staffs,5,02-03-2026 13:57,,0,Zomato,Food Delivery
💗🖤🩷,5,02-03-2026 13:57,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 13:57,19.3.1,0,Zomato,Food Delivery
best experience,5,02-03-2026 13:55,19.3.9,0,Zomato,Food Delivery
Nice 👍,5,02-03-2026 13:55,19.3.9,0,Zomato,Food Delivery
good app for food delivery especially in trains.,4,02-03-2026 13:54,19.3.9,0,Zomato,Food Delivery
worst app i have ever seen,1,02-03-2026 13:54,19.3.9,0,Zomato,Food Delivery
very-2 poor service and costomer handling attitude... do not order again thankyou gomato,1,02-03-2026 13:53,,0,Zomato,Food Delivery
good...,5,02-03-2026 13:52,19.3.9,0,Zomato,Food Delivery
good 👍,5,02-03-2026 13:52,19.3.9,0,Zomato,Food Delivery
nice,3,02-03-2026 13:51,19.4.2,0,Zomato,Food Delivery
nice app,5,02-03-2026 13:50,19.3.9,0,Zomato,Food Delivery
good 👍👍👍 really good,5,02-03-2026 13:49,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 13:49,19.3.9,0,Zomato,Food Delivery
Best service,5,02-03-2026 13:49,,0,Zomato,Food Delivery
ok,5,02-03-2026 13:49,19.4.2,0,Zomato,Food Delivery
Really awesome app.,5,02-03-2026 13:49,19.3.9,0,Zomato,Food Delivery
excellent,5,02-03-2026 13:49,19.3.9,0,Zomato,Food Delivery
always good,5,02-03-2026 13:47,19.3.9,0,Zomato,Food Delivery
nice service,4,02-03-2026 13:46,19.3.9,0,Zomato,Food Delivery
nice app,5,02-03-2026 13:45,19.3.9,0,Zomato,Food Delivery
👍,5,02-03-2026 13:44,19.3.9,0,Zomato,Food Delivery
"good In Time,quality mostly 👍. App is also satisfying. Expectation is include more and more local and rural product.",4,02-03-2026 13:44,19.3.7,0,Zomato,Food Delivery
good,5,02-03-2026 13:44,19.4.2,0,Zomato,Food Delivery
oosme,4,02-03-2026 13:44,19.4.2,0,Zomato,Food Delivery
good service,5,02-03-2026 13:42,19.3.9,0,Zomato,Food Delivery
മച്ചാ സൂപ്പർ സർവീസ്,5,02-03-2026 13:41,19.3.9,0,Zomato,Food Delivery
worst app not safety for human health and don't eat anything for order zomoto,1,02-03-2026 13:41,,0,Zomato,Food Delivery
good,5,02-03-2026 13:40,,0,Zomato,Food Delivery
nice,5,02-03-2026 13:38,19.3.7,0,Zomato,Food Delivery
good,5,02-03-2026 13:36,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 13:36,19.3.1,0,Zomato,Food Delivery
very good 👍,5,02-03-2026 13:34,,0,Zomato,Food Delivery
quick delivery,5,02-03-2026 13:33,19.3.9,0,Zomato,Food Delivery
nice service,4,02-03-2026 13:32,19.3.9,0,Zomato,Food Delivery
🙂🙂Tasty Food & Facilities Available Every Time👏🏼👏🏼👌🏼👌🏼👌🏼,5,02-03-2026 13:32,19.3.9,0,Zomato,Food Delivery
superrr,5,02-03-2026 13:32,19.3.9,0,Zomato,Food Delivery
best,5,02-03-2026 13:32,19.4.2,0,Zomato,Food Delivery
good quality..... best prices and fast delivery,5,02-03-2026 13:31,,0,Zomato,Food Delivery
good,5,02-03-2026 13:30,,0,Zomato,Food Delivery
useful,5,02-03-2026 13:28,19.3.9,0,Zomato,Food Delivery
mast,5,02-03-2026 13:28,19.3.1,0,Zomato,Food Delivery
good,4,02-03-2026 13:27,19.3.9,0,Zomato,Food Delivery
Sweets are good quality and services are also pleasing to the customer.,5,02-03-2026 13:27,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 13:26,,0,Zomato,Food Delivery
good,5,02-03-2026 13:26,19.3.9,0,Zomato,Food Delivery
amazing 😍,5,02-03-2026 13:25,19.3.9,0,Zomato,Food Delivery
gd service and delivered correct time,4,02-03-2026 13:24,19.4.2,0,Zomato,Food Delivery
expansive,1,02-03-2026 13:24,19.3.9,0,Zomato,Food Delivery
show... Good Restaurent,5,02-03-2026 13:22,19.3.9,0,Zomato,Food Delivery
always the best,4,02-03-2026 13:22,19.3.9,0,Zomato,Food Delivery
very good and easy to use app,5,02-03-2026 13:20,19.3.9,0,Zomato,Food Delivery
👍,5,02-03-2026 13:20,,0,Zomato,Food Delivery
nice service,5,02-03-2026 13:17,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 13:15,19.4.2,0,Zomato,Food Delivery
very nice and good food😚,5,02-03-2026 13:13,19.3.9,0,Zomato,Food Delivery
nice,5,02-03-2026 13:13,,0,Zomato,Food Delivery
great,5,02-03-2026 13:11,19.4.2,0,Zomato,Food Delivery
time save but costly,5,02-03-2026 13:11,19.3.9,0,Zomato,Food Delivery
good very good,5,02-03-2026 13:10,19.3.7,0,Zomato,Food Delivery
safe and fast delivery,5,02-03-2026 13:10,19.3.9,0,Zomato,Food Delivery
nice,4,02-03-2026 13:10,,0,Zomato,Food Delivery
Very Good App,5,02-03-2026 13:09,19.4.2,0,Zomato,Food Delivery
good,4,02-03-2026 13:08,19.3.9,0,Zomato,Food Delivery
15 % body fat tumko hi mubarakh,1,02-03-2026 13:02,19.3.9,2,Zomato,Food Delivery
train delivery is the best part,4,02-03-2026 13:00,19.3.9,0,Zomato,Food Delivery
good,4,02-03-2026 12:59,19.3.9,0,Zomato,Food Delivery
very nice,4,02-03-2026 12:57,19.3.9,0,Zomato,Food Delivery
good,4,02-03-2026 12:54,19.3.9,0,Zomato,Food Delivery
osm,5,02-03-2026 12:53,19.4.2,0,Zomato,Food Delivery
very good,5,02-03-2026 12:52,19.3.9,0,Zomato,Food Delivery
best food delivery app,5,02-03-2026 12:50,19.3.9,0,Zomato,Food Delivery
enjoying it,5,02-03-2026 12:49,,0,Zomato,Food Delivery
Really good,5,02-03-2026 12:48,,0,Zomato,Food Delivery
wonderfull app,5,02-03-2026 12:48,19.3.9,0,Zomato,Food Delivery
good service,5,02-03-2026 12:45,19.3.9,0,Zomato,Food Delivery
mstt haih,5,02-03-2026 12:44,,0,Zomato,Food Delivery
good,5,02-03-2026 12:43,19.3.0,0,Zomato,Food Delivery
good,5,02-03-2026 12:43,19.3.7,0,Zomato,Food Delivery
good,4,02-03-2026 12:40,19.3.9,0,Zomato,Food Delivery
good,4,02-03-2026 12:37,19.3.9,0,Zomato,Food Delivery
super,4,02-03-2026 12:33,19.3.9,0,Zomato,Food Delivery
very nice service 😃😃,5,02-03-2026 12:32,,0,Zomato,Food Delivery
good,3,02-03-2026 12:31,,0,Zomato,Food Delivery
this app is perfect and beginner friendly app,5,02-03-2026 12:30,19.3.7,0,Zomato,Food Delivery
wrost service in hyderabad delivery boys are fraud and not proper response in customer care service don't do online payments in zomato app please so cashon delivery,1,02-03-2026 12:28,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 12:27,19.3.9,0,Zomato,Food Delivery
besr facility,5,02-03-2026 12:27,19.3.9,0,Zomato,Food Delivery
ohhh very beautiful application,5,02-03-2026 12:27,,0,Zomato,Food Delivery
good 👍🏻,5,02-03-2026 12:26,,0,Zomato,Food Delivery
Your devilery is on time,4,02-03-2026 12:26,19.3.6,0,Zomato,Food Delivery
"“Thank you, Zomato, for valuing time and delivering on time",5,02-03-2026 12:24,19.3.9,0,Zomato,Food Delivery
good service,5,02-03-2026 12:23,19.3.2,0,Zomato,Food Delivery
Great offers and fast delivery..,5,02-03-2026 12:23,,0,Zomato,Food Delivery
very nice,5,02-03-2026 12:22,19.3.9,0,Zomato,Food Delivery
best app,5,02-03-2026 12:21,19.3.9,0,Zomato,Food Delivery
good offers,5,02-03-2026 12:17,,0,Zomato,Food Delivery
good,5,02-03-2026 12:15,,0,Zomato,Food Delivery
good sarvis,5,02-03-2026 12:14,19.3.9,0,Zomato,Food Delivery
good,3,02-03-2026 12:12,19.3.9,0,Zomato,Food Delivery
useless customer care .,1,02-03-2026 12:12,19.3.9,0,Zomato,Food Delivery
👍,5,02-03-2026 12:12,,0,Zomato,Food Delivery
always my traveling food partner 😋 💕,5,02-03-2026 12:12,19.3.9,0,Zomato,Food Delivery
wish there were no star. cz stars doesnt define them. for what they did. sent me non veg food. this is when I m veg. did me dirty. the gave me a coupon of 119 rs that I can use on the same restaurant. they really think that i will ever order anything from that restaurant and dis app.,3,02-03-2026 12:12,,1,Zomato,Food Delivery
thanking for Zomato,5,02-03-2026 12:11,19.3.9,0,Zomato,Food Delivery
👍,5,02-03-2026 12:11,19.4.2,0,Zomato,Food Delivery
good experience in zomato,5,02-03-2026 12:10,18.7.5,0,Zomato,Food Delivery
everything is possible only with zomato i💓 zomato,5,02-03-2026 12:09,19.3.9,0,Zomato,Food Delivery
Good,5,02-03-2026 12:07,,0,Zomato,Food Delivery
Excellent Food Delivery App Fast Delivery.,5,02-03-2026 11:59,,0,Zomato,Food Delivery
good,5,02-03-2026 11:59,19.3.9,0,Zomato,Food Delivery
nice 🙂👍🏻,5,02-03-2026 11:58,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 11:57,19.3.4,0,Zomato,Food Delivery
nice food delivery and food enjoy the,5,02-03-2026 11:56,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 11:55,19.3.9,0,Zomato,Food Delivery
mujhe yaha ka khana acha lagta hai,4,02-03-2026 11:55,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 11:52,19.3.9,0,Zomato,Food Delivery
Nice,4,02-03-2026 11:50,19.3.9,0,Zomato,Food Delivery
your foods so delicious 😋,5,02-03-2026 11:44,19.3.9,0,Zomato,Food Delivery
super,5,02-03-2026 11:43,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 11:39,19.3.9,0,Zomato,Food Delivery
Good app,5,02-03-2026 11:35,19.4.2,0,Zomato,Food Delivery
super,5,02-03-2026 11:32,19.3.9,0,Zomato,Food Delivery
gud,5,02-03-2026 11:25,19.3.9,0,Zomato,Food Delivery
nice,5,02-03-2026 11:22,19.3.9,0,Zomato,Food Delivery
amazing,5,02-03-2026 11:19,19.3.9,0,Zomato,Food Delivery
absolute cinema. like this app.balanced price. quite a good food app. love it,5,02-03-2026 11:17,19.3.9,0,Zomato,Food Delivery
good,5,02-03-2026 11:16,19.3.9,0,Zomato,Food Delivery
good,3,02-03-2026 11:15,19.3.9,0,Zomato,Food Delivery
"fantastic ,super duper fast.",5,02-03-2026 11:13,19.3.9,0,Zomato,Food Delivery
best,5,02-03-2026 11:11,19.4.2,0,Zomato,Food Delivery
very nice experience,5,02-03-2026 11:06,19.4.2,0,Zomato,Food Delivery
good,5,02-03-2026 11:06,19.2.5,0,Zomato,Food Delivery
awesome,5,02-03-2026 11:06,19.3.9,0,Zomato,Food Delivery
7 of my orders got delayed by 40 min this month and it's not the restaurant,1,02-03-2026 11:01,,0,Zomato,Food Delivery
